Date,Jday,Air_avg,Soil_avg,Lat,Lon,Elev,Name_id
2025-01-01,1.0,7.777777777777779,9.888888888888888,39.608639,-121.82443,426.5092,Durham - 12
2025-01-02,2.0,9.666666666666666,10.166666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-01-03,3.0,10.611111111111112,10.444444444444443,39.608639,-121.82443,426.5092,Durham - 12
2025-01-04,4.0,9.444444444444445,10.166666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-01-05,5.0,9.61111111111111,10.166666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-01-06,6.0,11.166666666666668,10.111111111111112,39.608639,-121.82443,426.5092,Durham - 12
2025-01-07,7.0,11.222222222222225,10.055555555555557,39.608639,-121.82443,426.5092,Durham - 12
2025-01-08,8.0,10.388888888888891,9.555555555555557,39.608639,-121.82443,426.5092,Durham - 12
2025-01-09,9.0,11.333333333333334,9.222222222222223,39.608639,-121.82443,426.5092,Durham - 12
2025-01-10,10.0,10.111111111111112,9.222222222222223,39.608639,-121.82443,426.5092,Durham - 12
2025-01-11,11.0,11.500000000000002,9.166666666666668,39.608639,-121.82443,426.5092,Durham - 12
2025-01-12,12.0,8.833333333333332,8.777777777777777,39.608639,-121.82443,426.5092,Durham - 12
2025-01-13,13.0,9.61111111111111,8.444444444444446,39.608639,-121.82443,426.5092,Durham - 12
2025-01-14,14.0,7.555555555555556,8.166666666666668,39.608639,-121.82443,426.5092,Durham - 12
2025-01-15,15.0,6.611111111111111,8.055555555555555,39.608639,-121.82443,426.5092,Durham - 12
2025-01-16,16.0,6.833333333333332,7.888888888888891,39.608639,-121.82443,426.5092,Durham - 12
2025-01-17,17.0,5.88888888888889,7.777777777777779,39.608639,-121.82443,426.5092,Durham - 12
2025-01-18,18.0,4.944444444444444,7.444444444444444,39.608639,-121.82443,426.5092,Durham - 12
2025-01-19,19.0,5.333333333333334,7.166666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-01-20,20.0,8.722222222222225,7.11111111111111,39.608639,-121.82443,426.5092,Durham - 12
2025-01-21,21.0,5.6111111111111125,6.944444444444445,39.608639,-121.82443,426.5092,Durham - 12
2025-01-22,22.0,9.666666666666666,6.833333333333332,39.608639,-121.82443,426.5092,Durham - 12
2025-01-23,23.0,6.833333333333332,7.166666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-01-24,24.0,6.833333333333332,7.277777777777779,39.608639,-121.82443,426.5092,Durham - 12
2025-01-25,25.0,9.444444444444445,7.3888888888888875,39.608639,-121.82443,426.5092,Durham - 12
2025-01-26,26.0,8.222222222222221,7.333333333333335,39.608639,-121.82443,426.5092,Durham - 12
2025-01-27,27.0,9.166666666666668,7.222222222222222,39.608639,-121.82443,426.5092,Durham - 12
2025-01-28,28.0,7.777777777777779,7.055555555555557,39.608639,-121.82443,426.5092,Durham - 12
2025-01-29,29.0,4.388888888888888,6.888888888888888,39.608639,-121.82443,426.5092,Durham - 12
2025-01-30,30.0,5.055555555555556,6.7777777777777795,39.608639,-121.82443,426.5092,Durham - 12
2025-01-31,31.0,8.111111111111112,7.277777777777779,39.608639,-121.82443,426.5092,Durham - 12
2025-02-01,32.0,10.722222222222221,8.166666666666668,39.608639,-121.82443,426.5092,Durham - 12
2025-02-02,33.0,14.166666666666668,9.555555555555557,39.608639,-121.82443,426.5092,Durham - 12
2025-02-03,34.0,13.0,10.444444444444443,39.608639,-121.82443,426.5092,Durham - 12
2025-02-04,35.0,11.11111111111111,10.666666666666668,39.608639,-121.82443,426.5092,Durham - 12
2025-02-05,36.0,6.833333333333332,10.222222222222221,39.608639,-121.82443,426.5092,Durham - 12
2025-02-06,37.0,3.222222222222221,8.88888888888889,39.608639,-121.82443,426.5092,Durham - 12
2025-02-07,38.0,6.4444444444444455,8.055555555555555,39.608639,-121.82443,426.5092,Durham - 12
2025-02-08,39.0,7.666666666666665,8.222222222222221,39.608639,-121.82443,426.5092,Durham - 12
2025-02-09,40.0,8.333333333333334,8.111111111111112,39.608639,-121.82443,426.5092,Durham - 12
2025-02-10,41.0,7.5,8.222222222222221,39.608639,-121.82443,426.5092,Durham - 12
2025-02-11,42.0,3.8333333333333326,7.722222222222221,39.608639,-121.82443,426.5092,Durham - 12
2025-02-12,43.0,4.833333333333335,7.5,39.608639,-121.82443,426.5092,Durham - 12
2025-02-13,44.0,9.777777777777779,8.111111111111112,39.608639,-121.82443,426.5092,Durham - 12
2025-02-14,45.0,10.944444444444446,9.27777777777778,39.608639,-121.82443,426.5092,Durham - 12
2025-02-15,46.0,7.611111111111113,9.222222222222223,39.608639,-121.82443,426.5092,Durham - 12
2025-02-16,47.0,10.666666666666668,9.61111111111111,39.608639,-121.82443,426.5092,Durham - 12
2025-02-17,48.0,8.499999999999998,9.666666666666666,39.608639,-121.82443,426.5092,Durham - 12
2025-02-18,49.0,10.055555555555557,9.500000000000002,39.608639,-121.82443,426.5092,Durham - 12
2025-02-19,50.0,10.833333333333334,10.222222222222221,39.608639,-121.82443,426.5092,Durham - 12
